creation_date,barcode,material,material_description,brand,material_group,prodhier,MTART,material_category,size,supplier,date_received,cost,srp,gp
5/6/2017,9.902E+12,TIFO0001,DO NOT USE (SHOWER ENC L1601 1200X800X6M,Eagle's Claw,Bathroom,For Reclass (Imp Bathroom Sets),HAWA,Importation,,9FKF (FOSHAN KANGFAN),,,,
5/6/2017,9.902E+12,TIFO0002,DO NOT USE (SHOWER ENC L1601 1200X800X6M,Croco,Bathroom,For Reclass (Imp Bathroom Sets),HAWA,Importation,,9FKF (FOSHAN KANGFAN),,,,
5/6/2017,9.902E+12,TIFO0003,DO NOT USE (SHOWER ENC L1602 900X900X6MM,Croco,Bathroom,For Reclass (Imp Bathroom Sets),HAWA,Importation,,9FKF (FOSHAN KANGFAN),,,,
5/6/2017,9.902E+12,TIFO0004,DO NOT USE (SHOWER ENC L1615 900X900X6MM,Croco,Bathroom,For Reclass (Imp Bathroom Sets),HAWA,Importation,,9FKF (FOSHAN KANGFAN),,,,
5/6/2017,9.902E+12,TIFO0005,DO NOT USE (SHOWER ENC L1809 900X900X8MM,Croco,Bathroom,For Reclass (Imp Bathroom Sets),HAWA,Importation,,9FKF (FOSHAN KANGFAN),,,,
5/6/2017,9.902E+12,TIFO0006,DO NOT USE (SHOWER ENC LD009 900X900X6MM,Croco,Bathroom,For Reclass (Imp Bathroom Sets),HAWA,Importation,,9FKF (FOSHAN KANGFAN),,,,
5/6/2017,9.902E+12,TIFO0007,DO NOT USE (SHOWER ENC LD009A 900X900X6M,Croco,Bathroom,For Reclass (Imp Bathroom Sets),HAWA,Importation,,9FKF (FOSHAN KANGFAN),9/13/2017,8381.54,,
5/6/2017,9.902E+12,TIFO0008,DO NOT USE (SHOWER ENC LD010 900X900X6MM,Croco,Bathroom,For Reclass (Imp Bathroom Sets),HAWA,Importation,,9FKF (FOSHAN KANGFAN),,,,
5/6/2017,9.902E+12,TIFO0009,DO NOT USE (SHOWER ENC LDO17 1200X800X6M,Croco,Bathroom,For Reclass (Imp Bathroom Sets),HAWA,Importation,,9FKF (FOSHAN KANGFAN),9/11/2017,12122.76,,
5/6/2017,9.902E+12,TIFO0010,DO NOT USE (SHOWER EN LD017A 1200X800X6M,Croco,Bathroom,For Reclass (Imp Basins and Lavatories),HAWA,Importation,,9FKF (FOSHAN KANGFAN),,,,
5/6/2017,9.902E+12,TIFO0011,DO NOT USE (SHOWER RM LD010A 900X900X6MM,Croco,Bathroom,For Reclass (Imp Bathroom Sets),HAWA,Importation,,9FKF (FOSHAN KANGFAN),,,,
5/17/2017,8.828E+12,TVSP0173,SO ATLANTA SANITARY PIPE S1000 8,Atlanta,Plumbing,Gutter and Accessory,HAWA,Outright,,8EXC (EXICON CONSTRUCTION),5/22/2017,1876.8,2345,0.199658849
5/22/2017,9.901E+12,TIFA0011,(FPO)PK6200 60X60 POLISHED GLAZED TILE,Novtek,Floor and Wall Cover,For Reclass (Pool Tiles),HAWA,Importation,60X60,PHASED-OUT ITEMS,,,82.46,
5/22/2017,9.901E+12,TIFA0012,(FPO)AJC669 60X60 POLISHED TILE,Novtek,Floor and Wall Cover,For Reclass (Pool Tiles),HAWA,Importation,60X60,PHASED-OUT ITEMS,,,113,
5/22/2017,9.904E+12,TIFC0008,G603 180 FC MARBLE STONE,Generic Floor and Wall Coverings,Floor and Wall Cover,Countertop - Polished,HAWA,Importation,60X180,9FCHY (FUZHOU CHINHOY STONE CO LTD),5/27/2017,1787.28,1117.91,-0.598769132
5/22/2017,9.904E+12,TIFC0009,G655 180 FC MARBLE ASH,Generic Floor and Wall Coverings,Floor and Wall Cover,Countertop - Polished,HAWA,Importation,60X180,9FCHY (FUZHOU CHINHOY STONE CO LTD),5/27/2017,2088.98,1297.31,-0.61023965
5/22/2017,9.904E+12,TIFC0010,G654 180 FC BEACH SAND,Generic Floor and Wall Coverings,Floor and Wall Cover,Countertop - Polished,HAWA,Importation,60X180,9FCHY (FUZHOU CHINHOY STONE CO LTD),6/10/2017,2088.98,1322.94,-0.579043645
5/22/2017,9.904E+12,TIFC0011,G654 240 FC BEACH SAND NEW,Generic Floor and Wall Coverings,Floor and Wall Cover,Countertop - Polished,HAWA,Importation,60X240,9RISH (FUJIAN QUANZHOU RISHEN STONE CO.),5/27/2017,2625.68,1815.18,-0.446512192
5/22/2017,9.904E+12,TIFC0012,(FPO) G681 180 FC ANGELA PEACH,Generic Floor and Wall Coverings,Floor and Wall Cover,For Reclass (Imp Countertops),HAWA,Importation,60X180,9RISH (FUJIAN QUANZHOU RISHEN STONE CO.),6/23/2017,1474.72,1291.68,-0.141706924
5/22/2017,9.904E+12,TIFC0013,G681 240 FC ANGELA PEACH,Generic Floor and Wall Coverings,Floor and Wall Cover,Countertop - Polished,HAWA,Importation,60X240,9FCHY (FUZHOU CHINHOY STONE CO LTD),6/23/2017,2913.77,1763.92,-0.651871967
5/22/2017,9.904E+12,TIFC0014,FC METEORS BLACK BG 180,Generic Floor and Wall Coverings,Floor and Wall Cover,Countertop - Polished,HAWA,Importation,60X180,9FCHY (FUZHOU CHINHOY STONE CO LTD),5/27/2017,2396.19,3245.06,0.261588384
5/22/2017,9.904E+12,TIFC0015,FC METEORS BLACK BG 240X60X2,Generic Floor and Wall Coverings,Floor and Wall Cover,Countertop - Polished,HAWA,Importation,60X240,9FCHY (FUZHOU CHINHOY STONE CO LTD),6/23/2017,3685.1,4771.54,0.227691689
5/22/2017,9.904E+12,TIFC0016,FC CHARCOAL BLACK 180,Generic Floor and Wall Coverings,Floor and Wall Cover,Countertop - Polished,HAWA,Importation,60X180,9FCHY (FUZHOU CHINHOY STONE CO LTD),5/27/2017,2605.58,1963.65,-0.326906526
5/22/2017,9.902E+12,TIFO0012,1501 BATHTUB 1500X730MM,Stota,Bathroom,For Reclass (Imp Bathtubs),HAWA,Importation,,9FKF (FOSHAN KANGFAN),8/3/2017,8293.64,11100,0.252825225
5/22/2017,9.902E+12,TIFO0013,1501 BATHTUB 1500X730MM 1.5,Stota,Bathroom,For Reclass (Imp Bathtubs),HAWA,Importation,,9FKF (FOSHAN KANGFAN),8/3/2017,6263.55,10499.75,0.403457225
5/22/2017,9.902E+12,TIFO0014,L1311 SHOWER ENCLOSURE 1200X800X6MM,Stota,Bathroom,For Reclass (Imp Shower Enclosures),HAWA,Importation,,9FKF (FOSHAN KANGFAN),9/13/2017,12969.71,18950,0.315582586
5/24/2017,8.802E+12,TACP0086,GENTLE TOUCH 4L ROS530,Rain or Shine,Paints,Enamel,HAWA,Outright,,8ACP (ASIAN COATINGS PHILS INC),,,567,
5/24/2017,8.804E+12,TCLC0123,OREGON FRAMES KD S4S 2X2X8,Oregon,Lumber & Woodworks,Indoor Lumber,HAWA,Outright,,8CLC (CENTRAL LUMBER CORPORATION),6/5/2017,90,170,0.470588235
5/24/2017,8.809E+12,TDDP0018,(FPO) UPVC SLDNG WNDW 100X120 W/ SCRN WH,Dream Door,Building Materials,UPVC Window,HAWA,Outright,,8DDR (DREAM DOOR PHILS ENTERPRISES),9/5/2017,3600,3600,0
5/24/2017,8.809E+12,TDDP0019,(FPO) UPVC SLDNG WNDW 60X60 W/ SCRN WH,Dream Door,Building Materials,UPVC Window,HAWA,Outright,,8DDR (DREAM DOOR PHILS ENTERPRISES),9/5/2017,1500,1600,0.0625
5/24/2017,8.808E+12,TDPP0215,DV 515 MEGACRYL SEMI GLOSS WHITE 4L,Davies,Paints,Latex,HAWA,Outright,,8DVSP (DAVIES PAINTS PHILIPPINES INC),5/30/2017,503.5,749,0.32777036
5/24/2017,8.808E+12,TDPP0216,SR 011 WINTER MORNING 4L,Sun & Rain,Paints,Acrylic Paint,HAWA,Outright,,8DVSP (DAVIES PAINTS PHILIPPINES INC),7/18/2017,591.07,679,0.129499264
5/24/2017,8.81E+12,TEWP0258,(FPO) RIM DOOR 60X210,The Carpenters,Building Materials,Rim Door,HAWA,Outright,,8EWP (EXTENSIVE WOOD PROCESSING CORP),6/29/2017,2522,3235,0.220401855
5/24/2017,8.81E+12,TEWP0259,(FPO) RIM DOOR 70X210,The Carpenters,Building Materials,Rim Door,HAWA,Outright,,PHASED-OUT ITEMS,6/29/2017,3686,3500,-0.053142857
5/24/2017,8.81E+12,TEWP0260,(FPO) SOLID DOOR PARIS 1MX210,The Carpenters,Building Materials,Solid Door,HAWA,Outright,,8EWP (EXTENSIVE WOOD PROCESSING CORP),6/29/2017,3880,5000,0.224
5/24/2017,8.81E+12,TEWP0261,(FPO) DRAWER FACE SYDNEY 14X8,The Carpenters,Lumber & Woodworks,Drawer Face,HAWA,Outright,,PHASED-OUT ITEMS,11/17/2017,145.5,160,0.090625
5/24/2017,8.81E+12,TEWP0262,(FPO)KITCHEN CABINET DOOR HONGKONG 12X30,The Carpenters,Building Materials,Cabinet Door,HAWA,Outright,,8EWP (EXTENSIVE WOOD PROCESSING CORP),6/29/2017,315.25,335,0.058955224
5/24/2017,8.814E+12,TGMS0081,(FPO) 2033 7L KEEP AND CARRY,Orocan,Home and Living,Organizers,HAWA,Outright,,PHASED-OUT ITEMS,8/18/2017,69,74,0.067567568
5/24/2017,8.814E+12,TGMS0082,(FPO) 8770 DISH GUARD,Orocan,Home and Living,Kitchen Wares,HAWA,Outright,,PHASED-OUT ITEMS,1/2/2018,299,320,0.065625
5/24/2017,8.814E+12,TGMS0083,(FPO) 8803 11L TRASH CAN W/ SWING CVR,Orocan,Building Maintenance,Trash Bins,HAWA,Outright,,PHASED-OUT ITEMS,8/18/2017,86.48,93,0.070107527
5/24/2017,8.814E+12,TGMS0084,(FPO) 8727 KITCHEN QUEEN,Orocan,Home and Living,Kitchen Wares,HAWA,Outright,,8GMS (GMS HOUSEWARE CENTER),5/29/2020,294.07,895,0.671430168
5/24/2017,8.814E+12,TGMS0085,(FPO) 8720 KITCHEN QUEEN DELUXE,Orocan,Home and Living,Kitchen Wares,HAWA,Outright,,PHASED-OUT ITEMS,5/29/2020,634.8,680,0.066470588
5/24/2017,8.814E+12,TGMS0086,FPO CAHA DE ORO ROYALE NUOVO,Orocan,Home and Living,Organizers,HAWA,Outright,,PHASED-OUT ITEMS,5/29/2020,2150,2150,0
5/24/2017,8.815E+12,THPC0023,CS996C SEIRA CC RND FRNT SF LT WC,HCG,Bathroom,Water Closets,HAWA,Outright,,8HCG (HOCHENG PHILIPPINES CORPORATION),7/4/2017,0,4849,1
5/24/2017,8.818E+12,TMSC0050,(FPO) LUXURIO TRAVIS KT SH6150 60X60,Generic Floor and Wall Coverings,Floor and Wall Cover,For Reclass (Floor Tiles),HAWA,Outright,60X60,PHASED-OUT ITEMS,,0,134.75,1
5/24/2017,8.821E+12,TNDC0095,MALE ADAPTER POWERLINE 12,Powerline,Electrical,Device,HAWA,Outright,,8NTX (NELTEX DEVELOPMENT CO INC),,,8,
5/24/2017,8.821E+12,TNDC0096,(FPO) SANILINE ELBOW 4X90,Saniline,Plumbing,Water Line Fitting,HAWA,Outright,,8NTX (NELTEX DEVELOPMENT CO INC),6/15/2017,0,89,1
5/24/2017,8.824E+12,TPBS0035,(FPO) AIR VENT KD S TYPE 1X8X24,Primeworkx,Building Materials,Vents,HAWA,Outright,,PHASED-OUT ITEMS,,,190,
5/24/2017,8.824E+12,TPBS0036,(FPO) PWORX HAND RAIL HAILEY 2X3X8,Primeworkx,Lumber & Woodworks,Decorative Panel,HAWA,Outright,,8PRWX (PRIMEWORX BUILDING SOLUTIONS),,,426,
5/24/2017,8.824E+12,TPBS0037,(FPO) PWORX KITCHEN CABINET KDF 1F 1X12X,Primeworkx,Building Materials,Cabinet Door,HAWA,Outright,,PHASED-OUT ITEMS,,,260,
5/24/2017,8.824E+12,TPBS0038,(FPO) PWORX S4S LAUAN KILN DRIED 2X2X8,Primeworkx,Lumber & Woodworks,Outdoor Lumber,HAWA,Outright,,8PRWX (PRIMEWORX BUILDING SOLUTIONS),,,238,
5/24/2017,8.824E+12,TPBS0039,(FPO) PWORX S4S LAUAN KILN DRIED 2X3X8,Primeworkx,Lumber & Woodworks,Outdoor Lumber,HAWA,Outright,,8PRWX (PRIMEWORX BUILDING SOLUTIONS),,,356,
5/24/2017,8.822E+12,TPJM0007,(FPO) SILVER J TYPE ALUMINUM TILE TRIM,Brent,Floor and Wall Cover,Tile Trim,HAWA,Outright,,8PJM (PJM BIANCA INTL TRADING CORP),6/17/2017,122.5,123,0.004065041
5/24/2017,8.822E+12,TPJM0008,GOLD J TYPE ALUMINUM TILE TRIM,Brent,Floor and Wall Cover,Tile Trim,HAWA,Outright,,8PJM (PJM BIANCA INTL TRADING CORP),6/17/2017,122.5,190,0.355263158
5/24/2017,8.822E+12,TPJM0009,BROWN J TYPE ALUMINUM TILE TRIM,Brent,Floor and Wall Cover,Tile Trim,HAWA,Outright,,8PJM (PJM BIANCA INTL TRADING CORP),6/17/2017,122.5,190,0.355263158
5/24/2017,8.822E+12,TPJM0010,BLACK J TYPE ALUMINUM TILE TRIM,Brent,Floor and Wall Cover,Tile Trim,HAWA,Outright,,8PJM (PJM BIANCA INTL TRADING CORP),6/17/2017,122.5,190,0.355263158
5/24/2017,8.822E+12,TPJM0011,(FPO) WOOD J TYPE ALUMINUM TILE TRIM,Brent,Floor and Wall Cover,Tile Trim,HAWA,Outright,,8PJM (PJM BIANCA INTL TRADING CORP),6/17/2017,122.5,120,-0.020833333
5/24/2017,8.822E+12,TPJM0012,SILVER L TYPE ALUMINUM STAIRNOSING,Brent,Floor and Wall Cover,Stairnosing,HAWA,Outright,,8PJM (PJM BIANCA INTL TRADING CORP),6/17/2017,203,315,0.355555556
5/24/2017,8.822E+12,TPJM0013,(FPO) BROWN L TYPE ALUM STAIRNOSING,Brent,Floor and Wall Cover,Stairnosing,HAWA,Outright,,PHASED-OUT ITEMS,6/17/2017,0,245,1
5/24/2017,8.822E+12,TPJM0014,(FPO) GOLD L TYPE ALUMINUM STAIRNOSING,Brent,Floor and Wall Cover,Stairnosing,HAWA,Outright,,PHASED-OUT ITEMS,6/17/2017,203,245,0.171428571
5/24/2017,8.828E+12,TVSP0177,WALL FAN PJ-W161M,Generic Appliances,Appliances,Wall Fan,HAWA,Outright,,8SO (SPECIAL ORDERS),6/21/2019,1138.1,198,-4.747979798
5/24/2017,8.828E+12,TVSP0178,(FPO) HIM PVC LAMINATED DR001 BRN 60CM,Generic Building Materials,Building Materials,PVC Door,HAWA,Outright,,"8WPI (WEIDA PHILIPPINES, INC.)",,0,2178,1
5/24/2017,8.828E+12,TVSP0179,(FPO) MEGA WATER PIPE 1/2,Omega,Plumbing,Water Pipe,HAWA,Outright,,8PVC (VCY SALES CORP),11/30/2017,35.1,43.25,0.188439306
5/24/2017,8.828E+12,TVSP0180,(FPO) PVC CEMENT 500G,Moldex,Building Maintenance,Admixtures,HAWA,Outright,,8PVC (VCY SALES CORP),8/23/2017,90,58.4,-0.54109589
5/24/2017,8.828E+12,TVSP0181,(FPO) WATER PIPE 3\4,Moldex,Plumbing,Water Pipe,HAWA,Outright,,8PVC (VCY SALES CORP),11/30/2017,24,32,0.25
5/24/2017,8.828E+12,TVSP0182,(FPO) WATER PIPE 1,Moldex,Plumbing,Water Pipe,HAWA,Outright,,8PVC (VCY SALES CORP),11/30/2017,8,15,0.466666667
5/24/2017,8.828E+12,TVSP0183,(FPO) PR PVC DR AB 60X210,Pretty Door,Building Materials,PVC Door,HAWA,Outright,,PHASED-OUT ITEMS,6/1/2017,1200,1300,0.076923077
5/24/2017,8.828E+12,TVSP0184,(FPO) PR PVC DR AB 70X210,Pretty Door,Building Materials,PVC Door,HAWA,Outright,,PHASED-OUT ITEMS,8/3/2017,1200,1660,0.277108434
5/24/2017,8.828E+12,TVSP0185,(FPO) PR DR IV 60X210,Pretty Door,Building Materials,PVC Door,HAWA,Outright,,8UPDR (CEBU UNITED PRETTY DOOR CORP),11/17/2017,1100,1250,0.12
5/24/2017,8.828E+12,TVSP0186,(FPO) PR DR IVA 60X210,Pretty Door,Building Materials,PVC Door,HAWA,Outright,,8UPDR (CEBU UNITED PRETTY DOOR CORP),11/17/2017,1100,1250,0.12
5/24/2017,8.828E+12,TVSP0187,(FPO) PR PVC DR WOA 70X210,Pretty Door,Building Materials,PVC Door,HAWA,Outright,,PHASED-OUT ITEMS,11/17/2017,1590,1655,0.039274924
5/30/2017,8.803E+12,TBTH0071,GYPSUM BOARD KNAUF 9MM STD SHIELD,Knauf,Building Materials,Gypsum Board,HAWA,Outright,,8KNF (KNAUF GYPSUM PH INC),5/31/2017,376.57,499,0.245350701
5/30/2017,8.803E+12,TBTH0072,RAZOR WIRE MEDIUM 2FTX10M,Generic Building Materials,Building Materials,Razor Wire,HAWA,Outright,,8BTH (BACOLOD TRIUMPH HARDWARE),5/31/2017,483.78,749,0.354098798
5/30/2017,8.803E+12,TBTH0073,RAZOR WIRE SMALL 1FTX10M,Generic Building Materials,Building Materials,Razor Wire,HAWA,Outright,,8BTH (BACOLOD TRIUMPH HARDWARE),5/31/2017,328.84,650,0.494092308
5/30/2017,8.833E+12,TJSI0001,SO JEAMAXX METAL STUDS 3M 35X76 .5MM,Jeamaxx,Building Materials,Metal Frame,HAWA,Outright,,PHASED-OUT ITEMS,6/27/2017,124.2,165,0.247272727
5/30/2017,8.828E+12,TVSP0188,ATLANTA SANITARY WYE 2X2,Atlanta,Plumbing,Sanitary Fitting,HAWA,Outright,,8EXC (EXICON CONSTRUCTION),7/27/2017,54,56,0.035714286
5/31/2017,8.819E+12,TMAI0065,(FPO) MW QUARTER ROUND 1X1X8FT,Matwood,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,95.63,128,0.252890625
5/31/2017,8.819E+12,TMAI0066,(FPO) MW CLOVER 1X1X8,Matwood,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/1/2017,131.25,122,-0.075819672
5/31/2017,8.819E+12,TMAI0067,(FPO) MW CLOVER 1/2X1X8,Matwood,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,138.75,89,-0.558988764
5/31/2017,8.819E+12,TMAI0068,(FPO) MW MLDG S4S 1/2X1X8,Matwood,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,86.25,89,0.030898876
5/31/2017,8.819E+12,TMAI0069,(FPO) MW MLDG S4S 1/2X2X8,Matwood,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,131.25,175,0.25
5/31/2017,8.819E+12,TMAI0070,(FPO) MW MLDG S4S 1X1X8,Matwood,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,127.5,128,0.00390625
5/31/2017,8.819E+12,TMAI0071,(FPO) MW COLONIAL CORNICE 1X2X8,Matwood,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,,285,380,0.25
5/31/2017,8.819E+12,TMAI0072,(FPO) MW COLONIAL CORNICE 1X3X8,Matwood,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,423.75,424,0.000589623
5/31/2017,8.819E+12,TMAI0073,(FPO) MW COLONIAL CORNICE 1X4X8,Matwood,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,566.25,562,-0.007562278
5/31/2017,8.819E+12,TMAI0074,(FPO) MW VICTORIAN CORNICE 1X2X8,Matwood,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,213.75,285,0.25
5/31/2017,8.819E+12,TMAI0075,(FPO) MW VICTORIAN CORNICE 1X3X8,Matwood,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,423.75,412,-0.028519417
5/31/2017,8.819E+12,TMAI0076,(FPO) MW VICTORIAN CORNICE 1X4X8,Matwood,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,540,566,0.045936396
5/31/2017,8.819E+12,TMAI0077,(FPO) MW VICTORIAN BASEBOARD 1X4X8,Matwood,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,566.25,566,-0.000441696
5/31/2017,8.819E+12,TMAI0078,(FPO) MW COLONIAL BASEBOARD 1X4X8,Matwood,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,566.25,562,-0.007562278
5/31/2017,8.819E+12,TMAI0079,DO NOT USE (MW HANDRAIL 2X3X8),Matwood,Lumber & Woodworks,Decorative Panel,HAWA,Outright,,8MTM (MATIMCO INC),6/23/2017,900,1250,0.28
5/31/2017,8.819E+12,TMAI0080,(FPO) MW HANDRAIL 2X3X10,Matwood,Lumber & Woodworks,Wood Railing,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,1650,1239,-0.331719128
5/31/2017,8.819E+12,TMAI0081,DO NOT USE (MW HANDRAIL 2X4X8),Matwood,Lumber & Woodworks,Decorative Panel,HAWA,Outright,,8MTM (MATIMCO INC),6/23/2017,1089,1666.75,0.346632668
5/31/2017,8.819E+12,TMAI0082,(FPO) MW HANDRAIL 2X4X10,Matwood,Lumber & Woodworks,Wood Railing,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,1500,1431,-0.048218029
5/31/2017,8.819E+12,TMAI0083,(FPO) MW HANDRAIL 3X3X8,Matwood,Lumber & Woodworks,Wood Railing,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,1350,1875,0.28
5/31/2017,8.819E+12,TMAI0084,(FPO) MW HANDRAIL 3X3X10,Matwood,Lumber & Woodworks,Wood Railing,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,1687.5,1685,-0.00148368
5/31/2017,8.819E+12,TMAI0085,(FPO) MW HANDRAIL 3X4X8,Matwood,Lumber & Woodworks,Wood Railing,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,1796.25,1680,-0.069196429
5/31/2017,8.819E+12,TMAI0086,(FPO) MW HANDRAIL 3X4X10,Matwood,Lumber & Woodworks,Wood Railing,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,2250,2131,-0.055842328
5/31/2017,8.819E+12,TMAI0087,PCW COLONIAL CORNICE 1X2X8 (FPO),PCW,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,8MTM (MATIMCO INC),,87.5,120,0.270833333
5/31/2017,8.819E+12,TMAI0088,(FPO) PCW COLONIAL CORNICE 1X3X8,PCW,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/28/2017,133,140,0.05
5/31/2017,8.819E+12,TMAI0089,(FPO) PCW COLONIAL CORNICE 1X4X8,PCW,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,8MTM (MATIMCO INC),6/23/2017,182,225,0.191111111
5/31/2017,8.819E+12,TMAI0090,(FPO) PCW COLONIAL CORNICE 1X6X8,PCW,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/28/2017,315,150,-1.1
5/31/2017,8.819E+12,TMAI0091,(FPO) PCW VICTORIAN CORNICE 1X3X8,PCW,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/28/2017,154,185,0.167567568
5/31/2017,8.819E+12,TMAI0092,(FPO) PCW VICTORIAN CORNICE 1X4X8,PCW,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,182,181,-0.005524862
5/31/2017,8.819E+12,TMAI0093,(FPO) PCW VICTORIAN CORNICE 1X6X8,PCW,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/28/2017,315,308,-0.022727273
5/31/2017,8.819E+12,TMAI0094,(FPO) PCW VICTORIAN BASEBOARD 1X4X8,PCW,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,199.5,175,-0.14
5/31/2017,8.819E+12,TMAI0095,(FPO) PCW COLONIAL BASEBOARD 1X4X8,PCW,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,199.5,225,0.113333333
5/31/2017,8.819E+12,TMAI0096,(FPO) PCW MEDIT BASEBOARD 1X4X8,PCW,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/28/2017,182,110,-0.654545455
5/31/2017,8.819E+12,TMAI0097,(FPO) PCW MEDIT BASEBOARD 1X6X8,PCW,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/28/2017,315,306,-0.029411765
5/31/2017,8.819E+12,TMAI0098,(FPO) PCW COLONIAL CASING 1X2X8,PCW,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/28/2017,91,120,0.241666667
5/31/2017,8.819E+12,TMAI0099,(FPO) PCW COLONIAL CASING 1X3X8,PCW,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/28/2017,140,138,-0.014492754
5/31/2017,8.819E+12,TMAI0100,(FPO) PCW COLONIAL CASING 1X4X8,PCW,Lumber & Woodworks,Wood Moulding,HAWA,Outright,,PHASED-OUT ITEMS,6/28/2017,182,165,-0.103030303
5/31/2017,8.819E+12,TMAI0101,(FPO) ECOPINE S4S 2X2X8 KD,Ecowood,Lumber & Woodworks,Outdoor Lumber,HAWA,Outright,,PHASED-OUT ITEMS,6/28/2017,102.9,157,0.344585987
5/31/2017,8.819E+12,TMAI0102,(FPO) ECOPINE S4S 2X2X10 KD,Ecowood,Lumber & Woodworks,Outdoor Lumber,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,192.5,185,-0.040540541
5/31/2017,8.819E+12,TMAI0103,(FPO) ECOPINE S4S 2X2X12 KD,Ecowood,Lumber & Woodworks,Outdoor Lumber,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,239.4,150,-0.596
5/31/2017,8.819E+12,TMAI0104,(FPO) ECOPINE S4S 2X3X8 KD,Ecowood,Lumber & Woodworks,Outdoor Lumber,HAWA,Outright,,PHASED-OUT ITEMS,9/1/2017,231,231,0
5/31/2017,8.819E+12,TMAI0105,(FPO) ECOPINE S4S 2X3X10 KD,Ecowood,Lumber & Woodworks,Outdoor Lumber,HAWA,Outright,,PHASED-OUT ITEMS,6/28/2017,289.1,277,-0.04368231
5/31/2017,8.819E+12,TMAI0106,(FPO) ECOPINE S4S 2X3X12 KD,Ecowood,Lumber & Woodworks,Outdoor Lumber,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,346.5,275,-0.26
5/31/2017,8.819E+12,TMAI0107,(FPO) ECOPINE S4S 2X4X8 KD,Ecowood,Lumber & Woodworks,Outdoor Lumber,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,215.6,270,0.201481481
5/31/2017,8.819E+12,TMAI0108,(FPO) ECOPINE S4S 2X4X10 KD,Ecowood,Lumber & Woodworks,Outdoor Lumber,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,385,369,-0.043360434
5/31/2017,8.819E+12,TMAI0109,(FPO) ECOPINE S4S 2X4X12 KD,Ecowood,Lumber & Woodworks,Outdoor Lumber,HAWA,Outright,,PHASED-OUT ITEMS,6/23/2017,462,406,-0.137931034
5/31/2017,8.819E+12,TMAI0110,(FPO) ECOPINE S4S 2X6X8 KD,Ecowood,Lumber & Woodworks,Outdoor Lumber,HAWA,Outright,,PHASED-OUT ITEMS,6/28/2017,308,449,0.31403118
